MM/DD/YY,HH/MM/SS,Hour,Centigrade,%RH
03/31/24,23:17:53,23:00:00,22.4,35.20%
03/31/24,23:18:53,23:00:00,22.4,35.20%
03/31/24,23:19:53,23:00:00,22.4,35.20%
03/31/24,23:20:53,23:00:00,22.5,35.20%
03/31/24,23:21:53,23:00:00,22.4,35.20%
03/31/24,23:22:53,23:00:00,22.4,35.20%
03/31/24,23:23:53,23:00:00,22.4,35.20%
03/31/24,23:24:53,23:00:00,22.5,35.20%
03/31/24,23:25:53,23:00:00,22.4,35.30%
03/31/24,23:26:53,23:00:00,22.4,35.30%
03/31/24,23:27:53,23:00:00,22.4,35.30%
03/31/24,23:28:53,23:00:00,22.4,35.20%
03/31/24,23:29:53,23:00:00,22.5,35.20%
03/31/24,23:30:53,23:00:00,22.4,35.30%
03/31/24,23:31:53,23:00:00,22.4,35.30%
03/31/24,23:32:53,23:00:00,22.4,35.30%
03/31/24,23:33:53,23:00:00,22.4,35.30%
03/31/24,23:34:53,23:00:00,22.5,35.30%
03/31/24,23:35:53,23:00:00,22.4,35.30%
03/31/24,23:36:53,23:00:00,22.5,35.30%
03/31/24,23:37:53,23:00:00,22.4,35.30%
03/31/24,23:38:53,23:00:00,22.4,35.30%
03/31/24,23:39:53,23:00:00,22.5,35.30%
03/31/24,23:40:53,23:00:00,22.4,35.30%
03/31/24,23:41:53,23:00:00,22.4,35.30%
03/31/24,23:42:53,23:00:00,22.4,35.30%
03/31/24,23:43:53,23:00:00,22.4,35.30%
03/31/24,23:44:53,23:00:00,22.5,35.30%
03/31/24,23:45:53,23:00:00,22.5,35.30%
03/31/24,23:46:53,23:00:00,22.4,35.30%
03/31/24,23:47:53,23:00:00,22.4,35.30%
03/31/24,23:48:53,23:00:00,22.5,35.30%
03/31/24,23:49:53,23:00:00,22.5,35.30%
03/31/24,23:50:53,23:00:00,22.4,35.30%
03/31/24,23:51:53,23:00:00,22.4,35.30%
03/31/24,23:52:53,23:00:00,22.4,35.40%
03/31/24,23:53:53,23:00:00,22.4,35.30%
03/31/24,23:54:53,23:00:00,22.4,35.30%
03/31/24,23:55:53,23:00:00,22.4,35.30%
03/31/24,23:56:53,23:00:00,22.4,35.30%
03/31/24,23:57:53,23:00:00,22.4,35.30%
03/31/24,23:58:53,23:00:00,22.4,35.30%
03/31/24,23:59:53,23:00:00,22.4,35.40%
04/01/2024,00:00:53,00:00:00,22.4,35.30%
04/01/2024,00:01:53,00:00:00,22.4,35.30%
04/01/2024,00:02:53,00:00:00,22.4,35.30%
04/01/2024,00:03:53,00:00:00,22.4,35.40%
04/01/2024,00:04:53,00:00:00,22.4,35.30%
04/01/2024,00:05:53,00:00:00,22.4,35.30%
04/01/2024,00:06:53,00:00:00,22.4,35.30%
04/01/2024,00:07:53,00:00:00,22.4,35.30%
04/01/2024,00:08:53,00:00:00,22.4,35.30%
04/01/2024,00:09:53,00:00:00,22.4,35.30%
04/01/2024,00:10:53,00:00:00,22.4,35.30%
04/01/2024,00:11:53,00:00:00,22.4,35.30%
04/01/2024,00:12:53,00:00:00,22.4,35.30%
04/01/2024,00:13:53,00:00:00,22.4,35.30%
04/01/2024,00:14:53,00:00:00,22.3,35.30%
04/01/2024,00:15:53,00:00:00,22.4,35.40%
04/01/2024,00:16:53,00:00:00,22.4,35.30%
04/01/2024,00:17:53,00:00:00,22.4,35.30%
04/01/2024,00:18:53,00:00:00,22.3,35.40%
04/01/2024,00:19:53,00:00:00,22.4,35.40%
04/01/2024,00:20:53,00:00:00,22.4,35.40%
04/01/2024,00:21:53,00:00:00,22.4,35.30%
04/01/2024,00:22:53,00:00:00,22.4,35.40%
04/01/2024,00:23:53,00:00:00,22.4,35.40%
04/01/2024,00:24:53,00:00:00,22.3,35.40%
04/01/2024,00:25:53,00:00:00,22.3,35.30%
04/01/2024,00:26:53,00:00:00,22.4,35.30%
04/01/2024,00:27:53,00:00:00,22.3,35.30%
04/01/2024,00:28:53,00:00:00,22.3,35.40%
04/01/2024,00:29:53,00:00:00,22.3,35.30%
04/01/2024,00:30:53,00:00:00,22.3,35.40%
04/01/2024,00:31:53,00:00:00,22.3,35.40%
04/01/2024,00:32:53,00:00:00,22.3,35.30%
04/01/2024,00:33:53,00:00:00,22.3,35.30%
04/01/2024,00:34:53,00:00:00,22.3,35.40%
04/01/2024,00:35:53,00:00:00,22.3,35.40%
04/01/2024,00:36:53,00:00:00,22.4,35.40%
04/01/2024,00:37:53,00:00:00,22.3,35.40%
04/01/2024,00:38:53,00:00:00,22.3,35.40%
04/01/2024,00:39:53,00:00:00,22.3,35.40%
04/01/2024,00:40:53,00:00:00,22.3,35.40%
04/01/2024,00:41:53,00:00:00,22.3,35.40%
04/01/2024,00:42:53,00:00:00,22.3,35.40%
04/01/2024,00:43:53,00:00:00,22.3,35.40%
04/01/2024,00:44:53,00:00:00,22.3,35.40%
04/01/2024,00:45:53,00:00:00,22.3,35.40%
04/01/2024,00:46:53,00:00:00,22.3,35.40%
04/01/2024,00:47:53,00:00:00,22.3,35.40%
04/01/2024,00:48:53,00:00:00,22.3,35.40%
04/01/2024,00:49:53,00:00:00,22.2,35.40%
04/01/2024,00:50:53,00:00:00,22.2,35.30%
04/01/2024,00:51:53,00:00:00,22.2,35.40%
04/01/2024,00:52:53,00:00:00,22.2,35.40%
04/01/2024,00:53:53,00:00:00,22.2,35.30%
04/01/2024,00:54:53,00:00:00,22.2,35.40%
04/01/2024,00:55:53,00:00:00,22.2,35.40%
04/01/2024,00:56:53,00:00:00,22.2,35.40%
04/01/2024,00:57:53,00:00:00,22.2,35.40%
04/01/2024,00:58:53,00:00:00,22.2,35.40%
04/01/2024,00:59:53,00:00:00,22.2,35.40%
04/01/2024,01:00:53,01:00:00,22.2,35.40%
04/01/2024,01:01:53,01:00:00,22.2,35.30%
04/01/2024,01:02:53,01:00:00,22.2,35.40%
04/01/2024,01:03:53,01:00:00,22.2,35.40%
04/01/2024,01:04:53,01:00:00,22.1,35.40%
04/01/2024,01:05:53,01:00:00,22.1,35.30%
04/01/2024,01:06:53,01:00:00,22.1,35.40%
04/01/2024,01:07:53,01:00:00,22.1,35.30%
04/01/2024,01:08:53,01:00:00,22.1,35.30%
04/01/2024,01:09:53,01:00:00,22.1,35.30%
04/01/2024,01:10:53,01:00:00,22.1,35.30%
04/01/2024,01:11:53,01:00:00,22.1,35.30%
04/01/2024,01:12:53,01:00:00,22.1,35.40%
04/01/2024,01:13:53,01:00:00,22.1,35.40%
04/01/2024,01:14:53,01:00:00,22,35.40%
04/01/2024,01:15:53,01:00:00,22.1,35.40%
04/01/2024,01:16:53,01:00:00,22.1,35.40%
04/01/2024,01:17:53,01:00:00,22.1,35.40%
04/01/2024,01:18:53,01:00:00,22,35.30%
04/01/2024,01:19:53,01:00:00,22,35.40%
04/01/2024,01:20:53,01:00:00,22,35.30%
04/01/2024,01:21:53,01:00:00,22,35.40%
04/01/2024,01:22:53,01:00:00,22,35.30%
04/01/2024,01:23:53,01:00:00,22,35.30%
04/01/2024,01:24:53,01:00:00,22,35.30%
04/01/2024,01:25:53,01:00:00,22,35.40%
04/01/2024,01:26:53,01:00:00,22,35.30%
04/01/2024,01:27:53,01:00:00,21.9,35.40%
04/01/2024,01:28:53,01:00:00,21.9,35.30%
04/01/2024,01:29:53,01:00:00,21.9,35.40%
04/01/2024,01:30:53,01:00:00,21.9,35.30%
04/01/2024,01:31:53,01:00:00,21.9,35.30%
04/01/2024,01:32:53,01:00:00,21.9,35.30%
04/01/2024,01:33:53,01:00:00,21.9,35.30%
04/01/2024,01:34:53,01:00:00,21.9,35.30%
04/01/2024,01:35:53,01:00:00,21.9,35.40%
04/01/2024,01:36:53,01:00:00,21.9,35.30%
04/01/2024,01:37:53,01:00:00,21.8,35.30%
04/01/2024,01:38:53,01:00:00,21.8,35.30%
04/01/2024,01:39:53,01:00:00,21.8,35.30%
04/01/2024,01:40:53,01:00:00,21.8,35.40%
04/01/2024,01:41:53,01:00:00,21.8,35.30%
04/01/2024,01:42:53,01:00:00,21.8,35.30%
04/01/2024,01:43:53,01:00:00,21.8,35.40%
04/01/2024,01:44:53,01:00:00,21.8,35.30%
04/01/2024,01:45:53,01:00:00,21.8,35.40%
04/01/2024,01:46:53,01:00:00,21.8,35.40%
04/01/2024,01:47:53,01:00:00,21.8,35.40%
04/01/2024,01:48:53,01:00:00,21.8,35.40%
04/01/2024,01:49:53,01:00:00,21.7,35.50%
04/01/2024,01:50:53,01:00:00,21.8,35.40%
04/01/2024,01:51:53,01:00:00,21.7,35.40%
04/01/2024,01:52:53,01:00:00,21.7,35.50%
04/01/2024,01:53:53,01:00:00,21.7,35.50%
04/01/2024,01:54:53,01:00:00,21.7,35.50%
04/01/2024,01:55:53,01:00:00,21.7,35.50%
04/01/2024,01:56:53,01:00:00,21.7,35.50%
04/01/2024,01:57:53,01:00:00,21.7,35.50%
04/01/2024,01:58:53,01:00:00,21.7,35.50%
04/01/2024,01:59:53,01:00:00,21.7,35.50%
04/01/2024,02:00:53,02:00:00,21.8,35.60%
04/01/2024,02:01:53,02:00:00,21.7,35.60%
04/01/2024,02:02:53,02:00:00,21.8,35.60%
04/01/2024,02:03:53,02:00:00,21.8,35.60%
04/01/2024,02:04:53,02:00:00,21.7,35.60%
04/01/2024,02:05:53,02:00:00,21.8,35.60%
04/01/2024,02:06:53,02:00:00,21.8,35.60%
04/01/2024,02:07:53,02:00:00,21.7,35.60%
04/01/2024,02:08:53,02:00:00,21.8,35.60%
04/01/2024,02:09:53,02:00:00,21.7,35.60%
04/01/2024,02:10:53,02:00:00,21.8,35.60%
04/01/2024,02:11:53,02:00:00,21.8,35.60%
04/01/2024,02:12:53,02:00:00,21.8,35.60%
04/01/2024,02:13:53,02:00:00,21.8,35.70%
04/01/2024,02:14:53,02:00:00,21.8,35.70%
04/01/2024,02:15:53,02:00:00,21.8,35.60%
04/01/2024,02:16:53,02:00:00,21.7,35.60%
04/01/2024,02:17:53,02:00:00,21.8,35.60%
04/01/2024,02:18:53,02:00:00,21.8,35.60%
04/01/2024,02:19:53,02:00:00,21.8,35.70%
04/01/2024,02:20:53,02:00:00,21.8,35.60%
04/01/2024,02:21:53,02:00:00,21.8,35.60%
04/01/2024,02:22:53,02:00:00,21.8,35.60%
04/01/2024,02:23:53,02:00:00,21.8,35.60%
04/01/2024,02:24:53,02:00:00,21.8,35.70%
04/01/2024,02:25:53,02:00:00,21.8,35.70%
04/01/2024,02:26:53,02:00:00,21.8,35.60%
04/01/2024,02:27:53,02:00:00,21.8,35.60%
04/01/2024,02:28:53,02:00:00,21.8,35.60%
04/01/2024,02:29:53,02:00:00,21.8,35.70%
04/01/2024,02:30:53,02:00:00,21.8,35.60%
04/01/2024,02:31:53,02:00:00,21.8,35.70%
04/01/2024,02:32:53,02:00:00,21.8,35.70%
04/01/2024,02:33:53,02:00:00,21.8,35.70%
04/01/2024,02:34:53,02:00:00,21.8,35.70%
04/01/2024,02:35:53,02:00:00,21.8,35.70%
04/01/2024,02:36:53,02:00:00,21.7,35.70%
04/01/2024,02:37:53,02:00:00,21.8,35.60%
04/01/2024,02:38:53,02:00:00,21.8,35.70%
04/01/2024,02:39:53,02:00:00,21.8,35.70%
04/01/2024,02:40:53,02:00:00,21.8,35.60%
04/01/2024,02:41:53,02:00:00,21.8,35.70%
04/01/2024,02:42:53,02:00:00,21.8,35.70%
04/01/2024,02:43:53,02:00:00,21.8,35.70%
04/01/2024,02:44:53,02:00:00,21.8,35.60%
04/01/2024,02:45:53,02:00:00,21.8,35.60%
04/01/2024,02:46:53,02:00:00,21.8,35.60%
04/01/2024,02:47:53,02:00:00,21.8,35.70%
04/01/2024,02:48:53,02:00:00,21.8,35.70%
04/01/2024,02:49:53,02:00:00,21.8,35.70%
04/01/2024,02:50:53,02:00:00,21.8,35.60%
04/01/2024,02:51:53,02:00:00,21.8,35.70%
04/01/2024,02:52:53,02:00:00,21.8,35.60%
04/01/2024,02:53:53,02:00:00,21.8,35.60%
04/01/2024,02:54:53,02:00:00,21.7,35.70%
04/01/2024,02:55:53,02:00:00,21.8,35.70%
04/01/2024,02:56:53,02:00:00,21.8,35.70%
04/01/2024,02:57:53,02:00:00,21.7,35.70%
04/01/2024,02:58:53,02:00:00,21.7,35.60%
04/01/2024,02:59:53,02:00:00,21.7,35.60%
04/01/2024,03:00:53,03:00:00,21.8,35.70%
04/01/2024,03:01:53,03:00:00,21.7,35.70%
04/01/2024,03:02:53,03:00:00,21.7,35.70%
04/01/2024,03:03:53,03:00:00,21.8,35.70%
04/01/2024,03:04:53,03:00:00,21.7,35.60%
04/01/2024,03:05:53,03:00:00,21.7,35.70%
04/01/2024,03:06:53,03:00:00,21.7,35.70%
04/01/2024,03:07:53,03:00:00,21.8,35.70%
04/01/2024,03:08:53,03:00:00,21.7,35.70%
04/01/2024,03:09:53,03:00:00,21.8,35.70%
04/01/2024,03:10:53,03:00:00,21.7,35.60%
04/01/2024,03:11:53,03:00:00,21.7,35.70%
04/01/2024,03:12:53,03:00:00,21.7,35.70%
04/01/2024,03:13:53,03:00:00,21.7,35.70%
04/01/2024,03:14:53,03:00:00,21.7,35.70%
04/01/2024,03:15:53,03:00:00,21.7,35.70%
04/01/2024,03:16:53,03:00:00,21.7,35.70%
04/01/2024,03:17:53,03:00:00,21.7,35.70%
04/01/2024,03:18:53,03:00:00,21.7,35.70%
04/01/2024,03:19:53,03:00:00,21.7,35.70%
04/01/2024,03:20:53,03:00:00,21.7,35.70%
04/01/2024,03:21:53,03:00:00,21.7,35.70%
04/01/2024,03:22:53,03:00:00,21.7,35.70%
04/01/2024,03:23:53,03:00:00,21.7,35.70%
04/01/2024,03:24:53,03:00:00,21.7,35.70%
04/01/2024,03:25:53,03:00:00,21.7,35.70%
04/01/2024,03:26:53,03:00:00,21.7,35.70%
04/01/2024,03:27:53,03:00:00,21.7,35.70%
04/01/2024,03:28:53,03:00:00,21.7,35.70%
04/01/2024,03:29:53,03:00:00,21.7,35.70%
04/01/2024,03:30:53,03:00:00,21.7,35.70%
04/01/2024,03:31:53,03:00:00,21.7,35.70%
04/01/2024,03:32:53,03:00:00,21.7,35.70%
04/01/2024,03:33:53,03:00:00,21.7,35.60%
04/01/2024,03:34:53,03:00:00,21.7,35.70%
04/01/2024,03:35:53,03:00:00,21.7,35.70%
04/01/2024,03:36:53,03:00:00,21.7,35.70%
04/01/2024,03:37:53,03:00:00,21.7,35.70%
04/01/2024,03:38:53,03:00:00,21.7,35.70%
04/01/2024,03:39:53,03:00:00,21.7,35.70%
04/01/2024,03:40:53,03:00:00,21.7,35.70%
04/01/2024,03:41:53,03:00:00,21.7,35.70%
04/01/2024,03:42:53,03:00:00,21.7,35.70%
04/01/2024,03:43:53,03:00:00,21.7,35.70%
04/01/2024,03:44:53,03:00:00,21.7,35.70%
04/01/2024,03:45:53,03:00:00,21.7,35.70%
04/01/2024,03:46:53,03:00:00,21.7,35.70%
04/01/2024,03:47:53,03:00:00,21.7,35.70%
04/01/2024,03:48:53,03:00:00,21.7,35.70%
04/01/2024,03:49:53,03:00:00,21.7,35.70%
04/01/2024,03:50:53,03:00:00,21.7,35.70%
04/01/2024,03:51:53,03:00:00,21.7,35.70%
04/01/2024,03:52:53,03:00:00,21.7,35.70%
04/01/2024,03:53:53,03:00:00,21.7,35.70%
04/01/2024,03:54:53,03:00:00,21.6,35.70%
04/01/2024,03:55:53,03:00:00,21.7,35.70%
04/01/2024,03:56:53,03:00:00,21.6,35.70%
04/01/2024,03:57:53,03:00:00,21.6,35.70%
04/01/2024,03:58:53,03:00:00,21.7,35.70%
04/01/2024,03:59:53,03:00:00,21.6,35.70%
04/01/2024,04:00:53,04:00:00,21.7,35.70%
04/01/2024,04:01:53,04:00:00,21.6,35.70%
04/01/2024,04:02:53,04:00:00,21.6,35.70%
04/01/2024,04:03:53,04:00:00,21.6,35.70%
04/01/2024,04:04:53,04:00:00,21.6,35.70%
04/01/2024,04:05:53,04:00:00,21.6,35.70%
04/01/2024,04:06:53,04:00:00,21.6,35.70%
04/01/2024,04:07:53,04:00:00,21.6,35.70%
04/01/2024,04:08:53,04:00:00,21.6,35.70%
04/01/2024,04:09:53,04:00:00,21.6,35.70%
04/01/2024,04:10:53,04:00:00,21.6,35.70%
04/01/2024,04:11:53,04:00:00,21.6,35.70%
04/01/2024,04:12:53,04:00:00,21.6,35.80%
04/01/2024,04:13:53,04:00:00,21.6,35.70%
04/01/2024,04:14:53,04:00:00,21.6,35.70%
04/01/2024,04:15:53,04:00:00,21.6,35.70%
04/01/2024,04:16:53,04:00:00,21.6,35.80%
04/01/2024,04:17:53,04:00:00,21.6,35.70%
04/01/2024,04:18:53,04:00:00,21.6,35.80%
04/01/2024,04:19:53,04:00:00,21.6,35.80%
04/01/2024,04:20:53,04:00:00,21.6,35.80%
04/01/2024,04:21:53,04:00:00,21.6,35.70%
04/01/2024,04:22:53,04:00:00,21.6,35.70%
04/01/2024,04:23:53,04:00:00,21.6,35.80%
04/01/2024,04:24:53,04:00:00,21.6,35.80%
04/01/2024,04:25:53,04:00:00,21.6,35.70%
04/01/2024,04:26:53,04:00:00,21.6,35.80%
04/01/2024,04:27:53,04:00:00,21.6,35.70%
04/01/2024,04:28:53,04:00:00,21.6,35.80%
04/01/2024,04:29:53,04:00:00,21.5,35.70%
04/01/2024,04:30:53,04:00:00,21.6,35.70%
04/01/2024,04:31:53,04:00:00,21.6,35.80%
04/01/2024,04:32:53,04:00:00,21.6,35.80%
04/01/2024,04:33:53,04:00:00,21.6,35.80%
04/01/2024,04:34:53,04:00:00,21.6,35.80%
04/01/2024,04:35:53,04:00:00,21.5,35.80%
04/01/2024,04:36:53,04:00:00,21.6,35.80%
04/01/2024,04:37:53,04:00:00,21.5,35.80%
04/01/2024,04:38:53,04:00:00,21.5,35.80%
04/01/2024,04:39:53,04:00:00,21.5,35.80%
04/01/2024,04:40:53,04:00:00,21.5,35.80%
04/01/2024,04:41:53,04:00:00,21.5,35.80%
04/01/2024,04:42:53,04:00:00,21.5,35.80%
04/01/2024,04:43:53,04:00:00,21.5,35.80%
04/01/2024,04:44:53,04:00:00,21.5,35.80%
04/01/2024,04:45:53,04:00:00,21.5,35.80%
04/01/2024,04:46:53,04:00:00,21.5,35.80%
04/01/2024,04:47:53,04:00:00,21.5,35.80%
04/01/2024,04:48:53,04:00:00,21.5,35.80%
04/01/2024,04:49:53,04:00:00,21.5,35.80%
04/01/2024,04:50:53,04:00:00,21.5,35.80%
04/01/2024,04:51:53,04:00:00,21.5,35.80%
04/01/2024,04:52:53,04:00:00,21.5,35.80%
04/01/2024,04:53:53,04:00:00,21.5,35.80%
04/01/2024,04:54:53,04:00:00,21.5,35.80%
04/01/2024,04:55:53,04:00:00,21.5,35.80%
04/01/2024,04:56:53,04:00:00,21.5,35.80%
04/01/2024,04:57:53,04:00:00,21.5,35.80%
04/01/2024,04:58:53,04:00:00,21.5,35.80%
04/01/2024,04:59:53,04:00:00,21.5,35.80%
04/01/2024,05:00:53,05:00:00,21.5,35.90%
04/01/2024,05:01:53,05:00:00,21.5,35.80%
04/01/2024,05:02:53,05:00:00,21.5,35.80%
04/01/2024,05:03:53,05:00:00,21.5,35.80%
04/01/2024,05:04:53,05:00:00,21.5,35.90%
04/01/2024,05:05:53,05:00:00,21.4,35.80%
04/01/2024,05:06:53,05:00:00,21.5,35.90%
04/01/2024,05:07:53,05:00:00,21.5,35.90%
04/01/2024,05:08:53,05:00:00,21.5,35.90%
04/01/2024,05:09:53,05:00:00,21.5,35.80%
04/01/2024,05:10:53,05:00:00,21.5,35.90%
04/01/2024,05:11:53,05:00:00,21.5,35.80%
04/01/2024,05:12:53,05:00:00,21.4,35.80%
04/01/2024,05:13:53,05:00:00,21.5,35.80%
04/01/2024,05:14:53,05:00:00,21.5,35.80%
04/01/2024,05:15:53,05:00:00,21.4,35.90%
04/01/2024,05:16:53,05:00:00,21.5,35.80%
04/01/2024,05:17:53,05:00:00,21.4,35.90%
04/01/2024,05:18:53,05:00:00,21.4,35.90%
04/01/2024,05:19:53,05:00:00,21.4,35.90%
04/01/2024,05:20:53,05:00:00,21.4,35.90%
04/01/2024,05:21:53,05:00:00,21.4,35.90%
04/01/2024,05:22:53,05:00:00,21.4,35.90%
04/01/2024,05:23:53,05:00:00,21.4,35.90%
04/01/2024,05:24:53,05:00:00,21.5,35.90%
04/01/2024,05:25:53,05:00:00,21.4,35.90%
04/01/2024,05:26:53,05:00:00,21.4,35.90%
04/01/2024,05:27:53,05:00:00,21.4,35.90%
04/01/2024,05:28:53,05:00:00,21.4,35.90%
04/01/2024,05:29:53,05:00:00,21.4,35.80%
04/01/2024,05:30:53,05:00:00,21.4,35.90%
04/01/2024,05:31:53,05:00:00,21.4,35.90%
04/01/2024,05:32:53,05:00:00,21.4,35.90%
04/01/2024,05:33:53,05:00:00,21.4,35.90%
04/01/2024,05:34:53,05:00:00,21.4,35.90%
04/01/2024,05:35:53,05:00:00,21.4,35.90%
04/01/2024,05:36:53,05:00:00,21.4,35.90%
04/01/2024,05:37:53,05:00:00,21.4,35.90%
04/01/2024,05:38:53,05:00:00,21.4,35.90%
04/01/2024,05:39:53,05:00:00,21.4,35.90%
04/01/2024,05:40:53,05:00:00,21.4,35.90%
04/01/2024,05:41:53,05:00:00,21.4,35.90%
04/01/2024,05:42:53,05:00:00,21.4,35.90%
04/01/2024,05:43:53,05:00:00,21.4,35.90%
04/01/2024,05:44:53,05:00:00,21.4,35.90%
04/01/2024,05:45:53,05:00:00,21.4,35.90%
04/01/2024,05:46:53,05:00:00,21.4,35.90%
04/01/2024,05:47:53,05:00:00,21.4,35.90%
04/01/2024,05:48:53,05:00:00,21.4,35.90%
04/01/2024,05:49:53,05:00:00,21.4,35.90%
04/01/2024,05:50:53,05:00:00,21.3,35.90%
04/01/2024,05:51:53,05:00:00,21.4,35.90%
04/01/2024,05:52:53,05:00:00,21.4,35.90%
04/01/2024,05:53:53,05:00:00,21.4,35.90%
04/01/2024,05:54:53,05:00:00,21.4,35.90%
04/01/2024,05:55:53,05:00:00,21.4,35.90%
04/01/2024,05:56:53,05:00:00,21.3,35.90%
04/01/2024,05:57:53,05:00:00,21.3,35.90%
04/01/2024,05:58:53,05:00:00,21.3,35.90%
04/01/2024,05:59:53,05:00:00,21.3,35.90%
04/01/2024,06:00:53,06:00:00,21.3,35.90%
04/01/2024,06:01:53,06:00:00,21.3,35.90%
04/01/2024,06:02:53,06:00:00,21.3,35.90%
04/01/2024,06:03:53,06:00:00,21.3,35.90%
04/01/2024,06:04:53,06:00:00,21.3,35.90%
04/01/2024,06:05:53,06:00:00,21.3,35.90%
04/01/2024,06:06:53,06:00:00,21.3,35.90%
04/01/2024,06:07:53,06:00:00,21.3,35.90%
04/01/2024,06:08:53,06:00:00,21.3,35.90%
04/01/2024,06:09:53,06:00:00,21.3,35.90%
04/01/2024,06:10:53,06:00:00,21.3,35.90%
04/01/2024,06:11:53,06:00:00,21.3,35.90%
04/01/2024,06:12:53,06:00:00,21.3,36.00%
04/01/2024,06:13:53,06:00:00,21.3,35.90%
04/01/2024,06:14:53,06:00:00,21.3,35.90%
04/01/2024,06:15:53,06:00:00,21.3,35.90%
04/01/2024,06:16:53,06:00:00,21.3,36.00%
04/01/2024,06:17:53,06:00:00,21.3,36.00%
04/01/2024,06:18:53,06:00:00,21.3,35.90%
04/01/2024,06:19:53,06:00:00,21.3,36.00%
04/01/2024,06:20:53,06:00:00,21.3,35.90%
04/01/2024,06:21:53,06:00:00,21.3,35.90%
04/01/2024,06:22:53,06:00:00,21.3,35.90%
04/01/2024,06:23:53,06:00:00,21.3,35.90%
04/01/2024,06:24:53,06:00:00,21.3,36.00%
04/01/2024,06:25:53,06:00:00,21.3,36.00%
04/01/2024,06:26:53,06:00:00,21.3,36.00%
04/01/2024,06:27:53,06:00:00,21.2,36.00%
04/01/2024,06:28:53,06:00:00,21.3,36.00%
04/01/2024,06:29:53,06:00:00,21.3,35.90%
04/01/2024,06:30:53,06:00:00,21.3,36.00%
04/01/2024,06:31:53,06:00:00,21.3,36.00%
04/01/2024,06:32:53,06:00:00,21.2,36.00%
04/01/2024,06:33:53,06:00:00,21.2,36.00%
04/01/2024,06:34:53,06:00:00,21.2,36.00%
04/01/2024,06:35:53,06:00:00,21.2,36.00%
04/01/2024,06:36:53,06:00:00,21.2,36.00%
04/01/2024,06:37:53,06:00:00,21.2,36.00%
04/01/2024,06:38:53,06:00:00,21.2,36.00%
04/01/2024,06:39:53,06:00:00,21.2,36.00%
04/01/2024,06:40:53,06:00:00,21.2,36.00%
04/01/2024,06:41:53,06:00:00,21.2,36.00%
04/01/2024,06:42:53,06:00:00,21.2,36.00%
04/01/2024,06:43:53,06:00:00,21.2,36.00%
04/01/2024,06:44:53,06:00:00,21.2,36.00%
04/01/2024,06:45:53,06:00:00,21.2,36.00%
04/01/2024,06:46:53,06:00:00,21.2,36.00%
04/01/2024,06:47:53,06:00:00,21.2,36.00%
04/01/2024,06:48:53,06:00:00,21.2,36.00%
04/01/2024,06:49:53,06:00:00,21.2,36.00%
04/01/2024,06:50:53,06:00:00,21.2,36.00%
04/01/2024,06:51:53,06:00:00,21.2,36.00%
04/01/2024,06:52:53,06:00:00,21.2,36.00%
04/01/2024,06:53:53,06:00:00,21.2,36.00%
04/01/2024,06:54:53,06:00:00,21.2,36.00%
04/01/2024,06:55:53,06:00:00,21.2,36.00%
04/01/2024,06:56:53,06:00:00,21.2,36.00%
04/01/2024,06:57:53,06:00:00,21.2,36.00%
04/01/2024,06:58:53,06:00:00,21.2,36.00%
04/01/2024,06:59:53,06:00:00,21.2,36.10%
04/01/2024,07:00:53,07:00:00,21.2,36.10%
04/01/2024,07:01:53,07:00:00,21.2,36.10%
04/01/2024,07:02:53,07:00:00,21.2,36.10%
04/01/2024,07:03:53,07:00:00,21.2,36.00%
04/01/2024,07:04:53,07:00:00,21.2,36.10%
04/01/2024,07:05:53,07:00:00,21.2,36.10%
04/01/2024,07:06:53,07:00:00,21.2,36.10%
04/01/2024,07:07:53,07:00:00,21.2,36.00%
04/01/2024,07:08:53,07:00:00,21.2,36.10%
04/01/2024,07:09:53,07:00:00,21.2,36.10%
04/01/2024,07:10:53,07:00:00,21.2,36.10%
04/01/2024,07:11:53,07:00:00,21.2,36.10%
04/01/2024,07:12:53,07:00:00,21.2,36.10%
04/01/2024,07:13:53,07:00:00,21.2,36.10%
04/01/2024,07:14:53,07:00:00,21.2,36.10%
04/01/2024,07:15:53,07:00:00,21.2,36.10%
04/01/2024,07:16:53,07:00:00,21.1,36.10%
04/01/2024,07:17:53,07:00:00,21.1,36.10%
04/01/2024,07:18:53,07:00:00,21.1,36.10%
04/01/2024,07:19:53,07:00:00,21.1,36.10%
04/01/2024,07:20:53,07:00:00,21.1,36.10%
04/01/2024,07:21:53,07:00:00,21.2,36.10%
04/01/2024,07:22:53,07:00:00,21.1,36.10%
04/01/2024,07:23:53,07:00:00,21.1,36.10%
04/01/2024,07:24:53,07:00:00,21.1,36.10%
04/01/2024,07:25:53,07:00:00,21.1,36.10%
04/01/2024,07:26:53,07:00:00,21.1,36.10%
04/01/2024,07:27:53,07:00:00,21.1,36.10%
04/01/2024,07:28:53,07:00:00,21.1,36.10%
04/01/2024,07:29:53,07:00:00,21.1,36.10%
04/01/2024,07:30:53,07:00:00,21.1,36.10%
04/01/2024,07:31:53,07:00:00,21.1,36.10%
04/01/2024,07:32:53,07:00:00,21.1,36.10%
04/01/2024,07:33:53,07:00:00,21.1,36.10%
04/01/2024,07:34:53,07:00:00,21.1,36.10%
04/01/2024,07:35:53,07:00:00,21.1,36.10%
04/01/2024,07:36:53,07:00:00,21.1,36.10%
04/01/2024,07:37:53,07:00:00,21.1,36.10%
